journ_id,formal_name,subd_id 
21150,Collection Management,164
21151,"Collection of Papers Presented at The 13th International Workshop on THERMal INvestigation of ICs and Systems, THERMINIC",439
21152,Collection of Technical Papers - 10th AIAA/CEAS Aeroacoustics Conference,497
21153,Collection of Technical Papers - 10th AIAA/ISSMO Multidisciplinary Analysis and Optimization Conference,409
21154,Collection of Technical Papers - 11th AIAA/CEAS Aeroacoustics Conference,497
21155,Collection of Technical Papers - 11th AIAA/ISSMO Multidisciplinary Analysis and Optimization Conference,409
21156,Collection of Technical Papers - 12th AIAA/CEAS Aeroacoustics Conference,497
21157,Collection of Technical Papers - 18th AIAA Computational Fluid Dynamics Conference,70
21158,Collection of Technical Papers - 19th AIAA Aerodynamic Decelerator Systems Technology Conference and Seminar,409
21159,Collection of Technical Papers - 2006 Atmospheric Flight Mechanics Conference,409
21160,Collection of Technical Papers - 2007 AIAA Atmospheric Flight Mechanics Conference,409
21161,Collection of Technical Papers - 2007 AIAA InfoTech at Aerospace Conference,409
21162,Collection of Technical Papers - 2007 AIAA Modeling and Simulation Technologies Conference,409
21163,"Collection of Technical Papers - 24th AIAA International Communications Satellite Systems Conference, ICSSC",5
21164,Collection of Technical Papers - 25th AIAA Aerodynamic Measurement Technology and Ground Testing Conference,70
21165,Collection of Technical Papers - 36th AIAA Fluid Dynamics Conference,70
21166,Collection of Technical Papers - 37th AIAA Fluid Dynamics Conference,187
21167,Collection of Technical Papers - 37th AIAA Plasmadynamics and Lasers Conference,70
21168,Collection of Technical Papers - 38th AIAA Plasmadynamics and Lasers Conference,70
21169,Collection of Technical Papers - 39th AIAA Thermophysics Conference,70
21170,Collection of Technical Papers - 3rd AIAA Flow Control Conference,187
21171,Collection of Technical Papers - 3rd International Energy Conversion Engineering Conference,86
21172,Collection of Technical Papers - 43rd AIAA/ASME/SAE/ASEE Joint Propulsion Conference,70
21173,Collection of Technical Papers - 44th AIAA Aerospace Sciences Meeting,70
21174,Collection of Technical Papers - 45th AIAA Aerospace Sciences Meeting,70
21175,Collection of Technical Papers - 4th International Energy Conversion Engineering Conference,86
21176,Collection of Technical Papers - 5th International Energy Conversion Engineering Conference,86
21177,"Collection of Technical Papers - 6th AIAA Aviation Technology, Integration, and Operations Conference",92
21178,"Collection of Technical Papers - 7th AIAA Aviation Technology, Integration, and Operations Conference",92
21179,Collection of Technical Papers - 9th AIAA/ASME Joint Thermophysics and Heat Transfer Conference Proceedings,128
21180,Collection of Technical Papers - AIAA 1st Intelligent Systems Technical Conference,409
21181,"Collection of Technical Papers - AIAA 3rd ""Unmanned-Unlimited"" Technical Conference, Workshop, and Exhibit",409
21182,"Collection of Technical Papers - AIAA 4th Aviation Technology, Integration, and Operations Forum, ATIO",92
21183,Collection of Technical Papers - AIAA 5th ATIO and the AIAA 16th Lighter-than-Air Systems Technology Conference and Balloon Systems Conference,92
21184,Collection of Technical Papers - AIAA Applied Aerodynamics Conference,70
21185,Collection of Technical Papers - AIAA Atmospheric Flight Mechanics Conference,409
21186,"Collection of Technical Papers - AIAA Guidance, Navigation, and Control Conference",409
21187,"Collection of Technical Papers - AIAA Guidance, Navigation, and Control Conference 2006",409
21188,"Collection of Technical Papers - AIAA Guidance, Navigation, and Control Conference 2007",409
21189,Collection of Technical Papers - AIAA Modeling and Simulation Technologies Conference,409
21190,Collection of Technical Papers - AIAA Modeling and Simulation Technologies Conference 2005,409
21191,"Collection of Technical Papers - AIAA Modeling and Simulation Technologies Conference, 2006",409
21192,Collection of Technical Papers - AIAA Space 2005 Conference and Exposition,409
21193,Collection of Technical Papers - AIAA/AAS Astrodynamics Specialist Conference,409
21194,"Collection of Technical Papers - AIAA/AAS Astrodynamics Specialist Conference, 2006",409
21195,"Collection of Technical Papers - AIAA/ASME/ASCE/AHS/ASC Structures, Structural Dynamics and Materials Conference",103
21196,Collection of Technical Papers - AIAA/ASME/SAE/ASEE 42nd Joint Propulsion Conference,70
21197,Collection of Technical Papers - Space 2006 Conference,409
21198,"Collection of Technical Papers - U.S. Air Force T and E Days, 2007(Test and Evaluation",103
21199,Collection of the 2005 ASME Wind Energy Symposium Technical Papers at the 43rd AIAA Aerospace Sciences Meeting and Exhibit,70
21200,College and Undergraduate Libraries,164
21201,Colon and Rectum,405
21202,Coluna/ Columna,224
21203,Communication Reports,145
21204,Communications,145
21205,Communications in Biometry and Crop Science,429
21206,Communications of the Korean Mathematical Society,14
21207,Communications on Applied Nonlinear Analysis,14
21208,Communications on Hydraulic and Geotechnical Engineering,72
21209,Community and Junior College Libraries,164
21210,Community College Review,444
21211,Community Eye Health Journal,68
21212,Comparative Biochemistry and Physiology - C Toxicology and Pharmacology,109
21213,Comparative Economic Studies,375
21214,Comparative Hepatology,349
21215,Comparative Social Research,403
21216,Complexus,29
21217,Comprehensive Biochemistry,4
21218,Comprehensive Ophthalmology Update,41
21219,Computational Intelligence and Neuroscience,40
21220,"Computational Intelligence, From Theory to Practice - Proceedings of the 2004 ASCE Information Technology Symposium",34
21221,Computational Management Science,392
21222,Computer Aided Chemical Engineering,36
21223,"Computer Graphics, Imaging and Visualisation: New Advances, CGIV 2007",474
21224,Computer Science - Research and Development,93
21225,Computer Science Review,156
21226,Computer Software,458
21227,Computer Vision for Interactive and Intelligent Environments 2005,317
21228,Computer-Aided Design and Applications,474
21229,Computers in Agriculture and Natural Resources - Proceedings of the 4th World Congress,172
21230,Computers in Entertainment,430
21231,Computers in the Schools,444
21232,"Computers, Materials and Continua",256
21233,Computing and Visualization in Science,351
21234,CONCAWE Reports,17
21235,"Conference on Computing Frontiers - Proceedings of the 2008 Conference on Computing Frontiers, CF'08",280
21236,"Conference on Computing Frontiers - Proceedings of the 2008 Workshop on Radiation Effects and Fault Tolerance in Nanometer Technologies, WREFT 2008",280
21237,"Conference on Lasers and Electro-Optics and 2006 Quantum Electronics and Laser Science Conference, CLEO/QELS 2006",46
21238,"Conference on Optoelectronic and Microelectronic Materials and Devices, Proceedings, COMMAD",38
21239,"Conference Proceedings - 1st Transdisciplinary Conference on Distributed Diagnosis and Home Healthcare, D2H2 2006",450
21240,"Conference Proceedings - 2007 IEEE International Workshop on Antenna Technology: Small and Smart Antennas Metamaterials and Applications, iWAT 2007",484
21241,"Conference Proceedings - 6th International Conference on the Management of Mobile Business, ICMB 2007",57
21242,"Conference Proceedings - ICECom 2007, 19th International Conference on Applied Electromagnetics and Communications",484
21243,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",3
21244,"Conference Proceedings - International Conference on Actual Problems of Electrons Devices Engineering, APEDE 2006",253
21245,Conference Proceedings - IPEMC 2006: CES/IEEE 5th International Power Electronics and Motion Control Conference,455
21246,"Conference Proceedings - The 6th International Conference on Advanced Semiconductor Devices and Microsystems, ASDAM'06",38
21247,Conference proceedings : ... Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Conference,450
21248,"Conference Proceedings 2008 IEEE International Workshop on Antenna Technology: Small Antennas and Novel Metamaterials, IWAT 2008",484
21249,"Conference Proceedings of 2007 Information, Decision and Control, IDC",409
21250,"Conference Proceedings of the International Symposium on Signals, Systems and Electronics",385
21251,Conference Record of Industrial and Commercial Power Systems Technical Conference,308
21252,"Conference Record of the 2006 IEEE 4th World Conference on Photovoltaic Energy Conversion, WCPEC-4",416
21253,Conformal Geometry and Dynamics,64
21254,Confrontations Psychiatriques,150
21255,Congenital Heart Disease,2
21256,Constitutional Political Economy,411
21257,Contemporary Islam,250
21258,Contemporary Mathematics and its Applications,14
21259,Contemporary Pediatrics,76
21260,Contemporary Urology,8
21261,CONTINUUM Lifelong Learning in Neurology,63
21262,"Contributions to Conflict Management, Peace Economics and Development",267
21263,Contributions to Macroeconomics,79
21264,Contributions to Political Economy,79
21265,Contributions to Theoretical Economics,411
21266,Convergence,145
21267,Copenhagen Journal of Asian Studies,403
21268,Cor et Vasa,2
21269,Core Evidence,12
21270,Corella,461
21271,Corrosion Management,132
21272,Cost Effectiveness and Resource Allocation,473
21273,Cough,51
21274,CPD Bulletin Immunology and Allergy,22
21275,CPD Journal Acute Medicine,51
21276,CPD Journal Radiology Update,28
21277,"Creativity and Cognition 2007, CC2007 - Seeding Creativity: Tools, Media, and Environments",430
21278,Criminal Justice,408
21279,Criminal Justice Policy Review,327
21280,Criminal Justice Review,327
21281,Criminal Justice Studies,327
21282,Criminal Law and Philosophy,27
21283,Critical Criminology,408
21284,Critical Perspectives on International Business,126
21285,Critical Reviews in Physical and Rehabilitation Medicine,350
21286,Cruise Report of the Southampton Oceanography Centre,72
21287,Cryosphere Discussions,493
21288,Cuadernos de Economia - Latin American Journal of Economics,79
21289,Cuadernos de Medicina Forense,519
21290,Cuadernos Geograficos,438
21291,Cultural Dynamics,250
21292,Cultural Studies - Critical Methodologies,403
21293,Cultural Studies of Science Education,290
21294,Current Bioactive Compounds,54
21295,Current Cancer Therapy Reviews,1
21296,Current Cardiology Reviews,2
21297,Current Chemical Biology,4
21298,Current clinical pharmacology,402
21299,Current diabetes reviews,39
21300,Current drug safety,402
21301,Current Drug Therapy,55
21302,Current Enzyme Inhibition,1
21303,Current Hematologic Malignancy Reports,19
21304,Current Hepatitis Reports,349
21305,Current Hypertension Reviews,80
21306,Current Immunology Reviews,9
21307,Current Issues in Intestinal Microbiology,29
21308,Current Medicinal Chemistry: Anti-Infective Agents,55
21309,Current Medicinal Chemistry: Anti-Inflammatory and Anti-Allergy Agents,9
21310,Current Nutrition and Food Science,42
21311,Current Opinion in HIV and AIDS,91
21312,Current Orthopaedic Practice,414
21313,Current osteoporosis reports,285
21314,Current Pediatric Research,405
21315,Current Pediatric Reviews,76
21316,Current Prostate Reports,8
21317,Current Protocols in Bioinformatics,127
21318,Current Protocols in Cell Biology,48
21319,Current Protocols in Cytometry,424
21320,Current Protocols in Human Genetics,81
21321,Current Protocols in Immunology,9
21322,Current protocols in microbiology,29
21323,Current Protocols in Molecular Biology,127
21324,Current Protocols in Neuroscience,6
21325,Current Protocols in Nucleic Acid Chemistry,18
21326,Current Protocols in Pharmacology,69
21327,Current Protocols in Protein Science,4
21328,Current protocols in stem cell biology,31
21329,Current Protocols in Toxicology,402
21330,Current Psychiatry Reviews,150
21331,"Current Psychology Letters: Behaviour, Brain and Cognition",143
21332,Current Psychosis and Therapeutics Reports,150
21333,Current Respiratory Medicine Reviews,51
21334,Current Reviews for Nurse Anesthetists,7
21335,Current Rheumatology Reviews,16
21336,Current Sexual Health Reports,8
21337,Current Stem Cell Research and Therapy,19
21338,Current Topics in Peptide and Protein Research,4
21339,Current Topics in Pharmacology,26
21340,Current Topics in Toxicology,17
21341,Current Trends in Immunology,9
21342,Current Women's Health Reviews,50
21343,CVD Prevention and Control,2
21344,CyberGeo,438
21345,Cybermetrics,276
21346,Cyprus Review,431
21347,CytoJournal,471
21348,Czasopismo Geograficzne,149
21349,Dalian Haishi Daxue Xuebao/Journal of Dalian Maritime University,5
21350,DAS 2008 - Proceedings of the 8th IAPR International Workshop on Document Analysis Systems,317
21351,Data Handling in Science and Technology,326
21352,Data Science Journal,103
21353,Deafness and Education International,418
21354,Debates in Neuroscience,6
21355,Debatte,431
21356,Decisions in Economics and Finance,476
21357,"DEFECTS'08: 2008 International Symposium on Software Testing and Analysis - Proceedings of the 2008 Workshop on Defects in Large Software Systems 2008, DEFECTS'08",56
21358,Dementia,154
21359,Dental Cadmos,457
21360,"Department of Defense - Proceedings of the HPCMP Users Group Conference 2007; High Performance Computing Modernization Program: A Bridge to Future Defense, DoD HPCMP UGC",70
21361,Department of Defense High Performance Computing Modernization Program: Proceedings of the HPCMP Users Group Conference 2005,70
21362,Dermatologia Revista Mexicana,24
21363,Design and Manufacture for Sustainable Development 2004,434
21364,"Design, Manufacturing and Applications of Composites: Proceedings of the 7th Joint Canada-Japan Workshop on Composites",168
21365,Development and Learning in Organisations,171
21366,Development Dialogue,293
21367,Developments in Agricultural Engineering,427
21368,Developments in Aquaculture and Fisheries Science,30
21369,Developments in Earth and Environmental Sciences,166
21370,Developments in Earth Surface Processes,149
21371,Developments in Environmental Science,254
21372,Developments in Geotechnical Engineering,216
21373,Developments in Integrated Environmental Assessment,427
21374,Developments in Marine Geology,426
21375,Developments in Petroleum Science,442
21376,Developments in Quaternary Science,166
21377,Developments in Sedimentology,363
21378,Diabetes and Metabolic Syndrome: Clinical Research and Reviews,39
21379,Diabetes and Primary Care,39
21380,"Diabetes, Obesity and Metabolism, Supplement",39
21381,"Diabetic Medicine, Supplement",39
21382,Diabetologia Croatica,39
21383,Diagnostic Histopathology,130
21384,Dialisis y Trasplante,25
21385,Diangong Jishu Xuebao/Transactions of China Electrotechnical Society,455
21386,Dianji yu Kongzhi Xuebao/Electric Machines and Control,455
21387,Dianli Zidonghua Shebei / Electric Power Automation Equipment,455
21388,Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China,5
21389,Dianzi Yu Xinxi Xuebao/Journal of Electronics and Information Technology,5
21390,Differential Equations and Nonlinear Mechanics,108
21391,Digest of Papers - Microprocesses and Nanotechnology 2005: 2005 International Microprocesses and Nanotechnology Conference,38
21392,"Digest of Papers - Microprocesses and Nanotechnology 2007; 20th International Microprocesses and Nanotechnology Conference, MNC",38
21393,Digest of Technical Papers - IEEE International Conference on Consumer Electronics,489
21394,Digest of Technical Papers - IEEE International Solid-State Circuits Conference,66
21395,Digestive and Liver Disease Supplements,384
21396,Digital Fabrication 2006 - Final Program and Proceedings,440
21397,DIPED-2006 - Proceedings of 11th International Seminar/Workshop on Direct and Inverse Problems of Electromagnetic and Acoustic Wave Theory,65
21398,DIPED-2008 - Proceedings of 13th International Seminar/Workshop on Direct and Inverse Problems of Electromagnetic and Acoustic Wave Theory,65
21399,Dislocations in Solids,23
21400,Divulgaciones Matematicas,156
21401,DIWANS 2006 - Proceedings of the 2006 Workshop on Dependability Issues in Wireless Ad Hoc Networks and Sensor Networks (part of MobiCom 2006),159
21402,DLS'08: Proceedings of the 2008 Symposium on Dynamic Languages,458
21403,DNA Reporter,2
21404,DocEng'07: Proceedings of the 2007 ACM Symposium on Document Engineering,446
21405,DocEng'08 - Proceedings of the 8th ACM Symposium on Document Engineering,446
21406,DOLAP: Proceedings of the ACM International Workshop on Data Warehousing and OLAP,359
21407,Drogi i Mosty,52
21408,Drug Discovery Today: Disease Mechanisms,16
21409,Drug Discovery Today: Disease Models,402
21410,Drug Metabolism and Drug Interactions,402
21411,Drug metabolism letters,402
21412,Drugs in Context,2
21413,"DTIP of MEMS and MOEMS - Symposium on Design, Test, Integration and Packaging of MEMS/MOEMS",448
21414,Duke Environmental Law and Policy Forum,27
21415,Dynamic Medicine,73
21416,Dynamical Psychology,124
21417,E:CO Emergence: Complexity and Organization,126
21418,Early Childhood Research and Practice,418
21419,Early science and medicine,182
21420,"Earth and Space 2006 - Proceedings of the 10th Biennial International Conference on Engineering, Construction, and Operations in Challenging Environments",409
21421,Earth's Cryosphere,493
21422,Eastern Economic Journal,79
21423,EAU-EBU Update Series,8
21424,EC'07 - Proceedings of the Eighth Annual Conference on Electronic Commerce,411
21425,"ECIO'08 Eindhoven - Proceedings of the 14th European Conference on Integrated Optics and Technical Exhibition, Contributed and Invited Papers",46
21426,Ecologia,113
21427,Economia Aplicada,79
21428,Economic Annals,79
21429,Economic Change and Restructuring,375
21430,Economic Outlook,79
21431,Economics and Politics,79
21432,Economics Bulletin,79
21433,Economics of Governance,79
21434,Economics of Innovation and New Technology,79
21435,Economie et Statistique,79
21436,Economists' Voice,411
21437,ED Nursing,466
21438,"EDBT'08 Workshop on Software Engineering for Tailor-made Data Management, SETMDM",359
21439,Edited Series on Advances in Nonlinear Science and Complexity,187
21440,Educacao e Pesquisa,418
21441,Educacao e Sociedade,134
21442,Educacion Medica,451
21443,Education and Health,469
21444,Education and Treatment of Children,386
21445,Education for Chemical Engineers,444
21446,Education for Information,276
21447,Education in Chemistry,290
21448,"Education, Citizenship and Social Justice",496
21449,Educational Action Research,496
21450,Educational Assessment,418
21451,Educational Management Administration and Leadership,496
21452,Educational Measurement: Issues and Practice,535
21453,EEAG Report,79
21454,Eighteenth International Specialty Conference on Cold-Formed Steel Structures: Recent Research and Developments in Cold-Formed Steel Design and Construction,436
21455,"Eighth International ACM SIGACCESS Conference on Computers and Accessibility, ASSETS 2006",430
21456,Ekonomski Pregled,43
21457,Electrical Overstress/Electrostatic Discharge Symposium Proceedings,439
21458,"Electrical Performance of Electronic Packaging, EPEP",484
21459,Electrolyte and Blood Pressure,25
21460,Electron Technology,38
21461,Electronic Device Failure Analysis,223
21462,Electronic Government,57
21463,"Electronic Journal of Environmental, Agricultural and Food Chemistry",49
21464,Electronic Journal of Human Sexuality,525
21465,Electronic Journal of Structural Engineering,52
21466,Electronic Journal of Theoretical Physics,108
21467,Electronic Notes in Discrete Mathematics,156
21468,Elsevier Astrodynamics Series,409
21469,Elsevier Oceanography Series,72
21470,EMAP 2007 - International Conference on Electronic Materials and Packaging 2007,223
21471,"Embedded Systems Week 2008 - Proceedings of the 2008 International Conference on Compilers, Architecture and Synthesis for Embedded Systems, CASES'08",280
21472,"Embedded Systems Week 2008 - Proceedings of the 6th IEEE/ACM/IFIP International Conference on Hardware/Software Codesign and System Synthesis, CODES+ISSS 2008",481
21473,"Embedded Systems Week 2008 - Proceedings of the 7th ACM International Conference on Embedded Software, EMSOFT 2008",306
21474,EMC - Anesthesie-Reanimation,7
21475,EMC - Dermatologie-Cosmetologie,24
21476,EMC - Endocrinologie,82
21477,EMC - Hematologie,19
21478,EMC - Maladies Infectieuses,190
21479,EMC - Nephrologie,25
21480,EMC - Pneumologie,51
21481,EMC - Toxicologie-Pathologie,17
21482,EMC - Veterinaire,202
21483,EMC-Odontologie,457
21484,Emergency Medicine (Freemantle),490
21485,Emerging Information Technology Conference 2005,66
21486,Emerging Themes in Epidemiology,531
21487,Employee Responsibilities and Rights Journal,171
21488,EMSOFT'07: Proceedings of the Seventh ACM and IEEE International Conference on Embedded Software,306
21489,ENASE 2008 - Proceedings of the 3rd International Conference on Evaluation of Novel Approaches to Software Engineering,56
21490,Endangered Species Research,30
21491,"Endocrine, Metabolic and Immune Disorders - Drug Targets",9
21492,Endoskopie,309
21493,Energetika,416
21494,Energy Efficiency,416
21495,Enfance,312
21496,Enfermeria Clinica,207
21497,Engineering Design Graphics Journal,444
21498,Engineering Economist,74
21499,English Language and Linguistics,222
21500,Ensaio,411
21501,Entomological Research,454
21502,Entomological Review,423
21503,Entomotropica,454
21504,Environmental Bioindicators,109
21505,Environmental Hazards,434
21506,Environmental Health Criteria,402
21507,Environmental Health: A Global Access Science Source,529
21508,Environmental Quality Management,434
21509,Environmental sciences : an international journal of environmental physiology and toxicology,109
21510,"EPE-PEMC 2006: 12th International Power Electronics and Motion Control Conference, Proceedings",455
21511,Epidemiologic Perspectives and Innovations,311
21512,Equity and Excellence in Education,134
21513,ESA - Workshop on Dust in Planetary Systems,103
21514,e-Science 2006 - Second IEEE International Conference on e-Science and Grid Computing,152
21515,"ESEC/FSE 2007: 6th Joint Meeting - Sixth International Workshop on Specification and Verification of Component-Based Systems, SAVCBS 2007",3
21516,ESEM'08: Proceedings of the 2008 ACM-IEEE International Symposium on Empirical Software Engineering and Measurement,56
21517,ESO Astrophysics Symposia,103
21518,e-SPEN,42
21519,ESSCIRC 2006 - Proceedings of the 32nd European Solid-State Circuits Conference,481
21520,ESSCIRC 2007 - Proceedings of the 33rd European Solid-State Circuits Conference,481
21521,ESSCIRC 2008 - Proceedings of the 34th European Solid-State Circuits Conference,481
21522,ESSDERC 2006 - Proceedings of the 36th European Solid-State Device Research Conference,175
21523,ESSDERC 2007 - Proceedings of the 37th European Solid-State Device Research Conference,175
21524,ESSDERC 2008 - Proceedings of the 38th European Solid-State Device Research Conference,175
21525,ESTC 2006 - 1st Electronics Systemintegration Technology Conference,223
21526,Estonian Journal of Ecology,30
21527,Estudos Avancados,454
21528,Estudos de Psicologia (Natal),312
21529,Estudos Economicos,79
21530,Ethics in Science and Environmental Politics,403
21531,Ethnobotany Research and Applications,196
21532,EURAD 2005 Conference Proceedings - 2nd European Radar Conference,65
21533,Eurasia Antiqua,468
21534,"Eurasia Journal of Mathematics, Science and Technology Education",290
21535,Eurasian Chemico-Technological Journal,10
21536,Eurasip Book Series on Signal Processing and Communications,5
21537,Eurasip Journal of Embedded Systems,481
21538,"Eurasip Journal on Audio, Speech, and Music Processing",186
21539,Eurasip Journal on Bioinformatics and Systems Biology,146
21540,Eurasip Journal on Image and Video Processing,317
21541,Eurasip Journal on Information Security,5
21542,"Euro American Conference on Telematics and Information Systems - Proceedings of the 2007 Euro American Conference on Telematics and Information Systems, EATIS 2007",57
21543,EuroAsia Semiconductor,38
21544,EUROCON 2005 - The International Conference on Computer as a Tool,5
21545,EUROCON 2007 - The International Conference on Computer as a Tool,455
21546,"EUROMICRO 2007 - Proceedings of the 33rd EUROMICRO Conference on Software Engineering and Advanced Applications, SEAA 2007",56
21547,"EUROMICRO 2008 - Proceedings of the 34th EUROMICRO Conference on Software Engineering and Advanced Applications, SEAA 2008",56
21548,European Clinics in Obstetrics and Gynaecology,50
21549,"European Conference on Circuit Theory and Design 2007, ECCTD 2007",481
21550,European Diabetes Nursing,39
21551,European Educational Research Journal,496
21552,"European Journal of Anaesthesiology, Supplement",7
21553,"European Journal of Crime, Criminal Law and Criminal Justice",408
21554,"European Journal of Economics, Finance and Administrative Sciences",43
21555,European Journal of Engineering Education,444
21556,"European Journal of Gastroenterology and Hepatology, Supplement",32
21557,European Journal of General Medicine,2
21558,European Journal of Housing Policy,220
21559,European Journal of Lymphology and Related Problems,479
21560,"European Journal of Neurology, Supplement",324
21561,European Journal of Oriental Medicine,140
21562,European Journal of Pain Supplements,7
21563,European Journal of Palliative Care,292
21564,European Journal of Political Theory,511
21565,European Journal of Scientific Research,21
21566,European Journal of Social Sciences,403
21567,European Journal of Spatial Development,34
21568,"European Microwave Week 2007 Conference Proceedings, EuMW 2007 - 10th European Conference on Wireless Technology, ECWT 2007",385
21569,"European Microwave Week 2007 Conference Proceedings, EuMW 2007 - 2nd European Microwave Integrated Circuits Conference, EuMIC 2007",385
21570,European Space Agency (Scientific and Technical Reports) ESA STR,179
21571,European Space Agency Bulletin,409
21572,Europhysics News,13
21573,"EuroSime 2007: International Conference on Thermal, Mechanical and Multi-Physics Simulation Experiments in Microelectronics and Micro-Systems, 2007",439
21574,"EuroSimE 2008 - International Conference on Thermal, Mechanical and Multi-Physics Simulation and Experiments in Microelectronics and Micro-Systems",439
21575,"EUT Report, Eindhoven University of Technology, Faculty of Electrical Engineering",219
21576,Event Management,527
21577,Evidence and Policy,403
21578,Evidence-Based Communication Assessment and Intervention,302
21579,Evidence-based dentistry,457
21580,Evidence-Based Practice,2
21581,"EW2008 - 14th European Wireless Conference 2008, Electronic Proceedings",299
21582,Excellence in Ecology,213
21583,Experimental and Clinical Hepatology,349
21584,"Experimental Dermatology, Supplement",460
21585,Expert Review of Clinical Pharmacology,402
21586,Expert Review of Dermatology,24
21587,Expert Review of Endocrinology and Metabolism,82
21588,Expert Review of Gastroenterology and Hepatology,32
21589,Expert Review of Obstetrics and Gynecology,45
21590,Expert Review of Ophthalmology,41
21591,Expert Review of Respiratory Medicine,51
21592,"Extended Abstracts of the 7th International Workshop on Junction Technology, IWJT 2007",175
21593,"Extended Abstracts of the Fifth International Workshop on Junction Technology, 2005",175
21594,"Extended Abstracts of the Sixth International Workshop on Junction Technology, IWJT '06",175
21595,"Facts, News and Views",11
21596,Family Medicine and Primary Care Review,2
21597,Family Therapy,408
21598,Farmaceutico Hospitales,148
21599,Farmaceutisch Tijdschrift voor Belgie,422
21600,"Fault Diagnosis and Tolerance in Cryptography - Proceedings of the 5th International Workshop, FDTC 2008",3
21601,Feminist Legal Studies,408
21602,Feminist Media Studies,403
21603,Fern Gazette,196
21604,Fetal and Maternal Medicine Review,50
21605,FGR 2006: Proceedings of the 7th International Conference on Automatic Face and Gesture Recognition,136
21606,Field Mycology,419
21607,"Fifth IEEE/IFIP Workshop on End-to-End Monitoring Techniques and Services, E2EMON'07",159
21608,"Fifth International Workshop on Virtual Rehabilitation, IWVR 2006",412
21609,Fifth Workshop on Photonics and its Application 2005,219
21610,Filaria Journal,116
21611,Filtration,36
21612,Financial History Review,79
21613,Financial Markets and Portfolio Management,43
21614,"Financial Markets, Institutions and Instruments",43
21615,Finishing Today,546
21616,Fire Prevention,459
21617,Fire Prevention and Fire Engineers Journals,459
21618,Fire Rescue Magazine,466
21619,"First IEEE and IFIP International Conference in Central Asia on Internet, 2005",5
21620,"First International Conference on Communication System Software and Middleware, Comsware 2006",159
21621,"First International Conference on Communications and Networking in China, ChinaCom '06",5
21622,"First International Conference on Innovative Computing, Information and Control 2006, ICICIC'06",96
21623,"First International Conference on Quantum, Nano, and Micro Technologies, ICQNM 2007",13
21624,"First International Conference on Self-Adaptive and Self-Organizing Systems, SASO 2007",3
21625,"First International Multi- Symposiums on Computer and Computational Sciences, IMSCCS'06",3
21626,"First International Power and Energy Conference, (PECon 2006) Proceedings",153
21627,"First International Workshop on Emerging Trends in FLOSS Research and Development, FLOSS'07",56
21628,"First International Workshop on Multimedia Requirements Enineering, MeRE'06",56
21629,"First International Workshop on Visualization in Requirements Engineering, REV 2006",56
21630,"First Joint IEEE/IFIP Symposium on Theoretical Aspects of Software Engineering, TASE '07",3
21631,First Language,302
21632,Fish Physiology,180
21633,"Fisheries Oceanography, Supplement",343
21634,Fisioterapia,73
21635,Fitopatologia Brasileira,373
21636,Fizjoterapia,257
21637,Fizyoterapi Rehabilitasyon,350
21638,FLAIRS 2006 - Proceedings of the Nineteenth International Florida Artificial Intelligence Research Society Conference,3
21639,Florida Geographer,198
21640,Fluid Dynamics and Materials Processing,70
21641,FMC Formacion Medica Continuada en Atencion Primaria,2
21642,FMICS'05 - Proceedings of the Tenth International Workshop on Formal Methods for Industrial Critical Systems,306
21643,FMSE'04: Proceedings of the 2004 ACM Workshop on Formal Methods in Security Engineering,395
21644,FMSE'05: Proceedings of the 2005 ACM Workshop on Formal Methods in Security Engineering,395
21645,Focus on Geography,198
21646,Focus on Parkinson's Disease,63
21647,FOG - Freiberg Online Geoscience,158
21648,Folia Biologica (Poland),424
21649,Folia Geographica Danica,227
21650,Folia Oecologica,419
21651,Foot and ankle surgery : official journal of the European Society of Foot and Ankle Surgeons,414
21652,Forensic Science International: Genetics Supplement Series,519
21653,"Forensische Psychiatrie, Psychologie, Kriminologie",150
21654,Forest Snow and Landscape Research,404
21655,Forestry Studies,231
21656,Forestry Studies in China,21
21657,"Forty-first Annual Conference on Information Sciences and Systems, CISS 2007 - Proceedings",299
21658,Forum,181
21659,FoSE 2007: Future of Software Engineering,56
21660,Fossils and Strata,78
21661,Foundation Years,2
21662,Foundations and Trends in Communications and Information Theory,299
21663,Foundations and Trends in Computer Graphics and Vision,317
21664,Foundations and Trends in Electronic Design Automation,121
21665,Foundations and Trends in Human-Computer Interaction,430
21666,Foundations and Trends in Information Retrieval,446
21667,Foundations and Trends in Networking,299
21668,"Foundations and Trends in Technology, Information and Operations Management",74
21669,Foundations and Trends in Theoretical Computer Science,291
21670,Foundations and Trends in Web Science,446
21671,Foundations in Engineering Mechanics,147
21672,Foundations of Artificial Intelligence,160
21673,Foundations of Chemistry,290
21674,"Fourth International Conference on Autonomic Computing, ICAC'07",395
21675,"Fourth International Conference on Information Technology and Applications, ICITA 2007",3
21676,"Fourth International Workshops on Comparative Evaluation in Requirements Engineering, CERE'06",56
21677,"Fourth Power Conversion Conference-NAGOYA, PCC-NAGOYA 2007 - Conference Proceedings",455
21678,Friction Stir Welding and Processing,521
